order_id,order_date,customer_id,customer_name,region,category,product_name,sales,quantity
12988,2023-08-21,C008,Neha,South,Furniture,Desk,75000,3
12989,2023-01-01,C009,Karan,West,Technology,Laptop,75000,1
12990,2023-07-08,C004,Ananya,East,Furniture,Office Chair,12000,1
12991,2023-11-02,C006,Priya,North,Technology,Tablet,150000,5
12992,2023-12-30,C002,Meera,North,Technology,Laptop,225000,3
12993,2023-07-17,C003,Rahul,West,Technology,Tablet,30000,1
12994,2023-06-18,C009,Karan,West,Technology,Monitor,66000,3
12995,2023-04-13,C001,Aarav,West,Office Supplies,Notebook,2400,3
12996,2023-01-29,C007,Rohan,West,Furniture,Office Chair,24000,2
12997,2023-07-08,C008,Neha,South,Office Supplies,Pen Set,6000,5
12998,2023-01-18,C010,Isha,South,Office Supplies,Notebook,1600,2
12999,2023-02-16,C008,Neha,South,Technology,Monitor,22000,1
13000,2023-11-20,C010,Isha,West,Furniture,Office Chair,36000,3
13001,2023-08-09,C004,Ananya,East,Furniture,Desk,100000,4
13002,2023-09-02,C009,Karan,North,Office Supplies,Pen Set,3600,3
13003,2023-10-15,C008,Neha,North,Office Supplies,Pen Set,2400,2
13004,2023-05-07,C008,Neha,West,Office Supplies,Pen Set,3600,3
13005,2023-09-09,C009,Karan,East,Office Supplies,Pen Set,6000,5
13006,2023-01-02,C004,Ananya,East,Furniture,Desk,25000,1
13007,2023-07-24,C006,Priya,North,Office Supplies,Notebook,1600,2
13008,2023-06-10,C007,Rohan,North,Office Supplies,Notebook,1600,2
13009,2023-01-19,C004,Ananya,North,Office Supplies,Notebook,800,1
13010,2023-01-27,C007,Rohan,West,Furniture,Office Chair,36000,3
13011,2023-09-30,C008,Neha,East,Office Supplies,Pen Set,4800,4
13012,2023-04-01,C006,Priya,West,Technology,Tablet,30000,1
13013,2023-06-07,C007,Rohan,North,Technology,Monitor,44000,2
13014,2023-11-06,C003,Rahul,South,Office Supplies,Notebook,4000,5
13015,2023-07-30,C009,Karan,West,Technology,Laptop,225000,3
13016,2023-08-11,C002,Meera,West,Technology,Monitor,66000,3
13017,2023-07-09,C009,Karan,North,Office Supplies,Notebook,800,1
13018,2023-06-21,C002,Meera,North,Furniture,Desk,25000,1
13019,2023-07-11,C004,Ananya,South,Technology,Tablet,90000,3
13020,2023-04-05,C001,Aarav,South,Technology,Monitor,110000,5
13021,2023-07-06,C008,Neha,North,Office Supplies,Notebook,4000,5
13022,2023-07-24,C004,Ananya,North,Office Supplies,Pen Set,6000,5
13023,2023-12-27,C006,Priya,West,Office Supplies,Pen Set,3600,3
13024,2023-09-17,C005,Vikram,West,Office Supplies,Pen Set,1200,1
13025,2023-01-26,C009,Karan,East,Furniture,Desk,75000,3
13026,2023-03-26,C005,Vikram,South,Technology,Tablet,150000,5
13027,2023-08-13,C007,Rohan,North,Furniture,Office Chair,36000,3
13028,2023-10-03,C002,Meera,North,Technology,Laptop,150000,2
13029,2023-09-07,C009,Karan,West,Office Supplies,Notebook,4000,5
13030,2023-12-13,C004,Ananya,North,Office Supplies,Notebook,800,1
13031,2023-05-08,C006,Priya,West,Technology,Laptop,225000,3
13032,2023-03-05,C001,Aarav,South,Furniture,Desk,125000,5
13033,2023-01-26,C001,Aarav,West,Furniture,Desk,100000,4
13034,2023-11-15,C002,Meera,East,Technology,Laptop,225000,3
13035,2023-05-20,C006,Priya,East,Office Supplies,Pen Set,3600,3
13036,2023-03-22,C005,Vikram,West,Technology,Tablet,30000,1
13037,2023-01-04,C003,Rahul,South,Office Supplies,Pen Set,2400,2
13038,2023-09-10,C007,Rohan,West,Office Supplies,Pen Set,3600,3
13039,2023-05-22,C007,Rohan,South,Technology,Monitor,22000,1
13040,2023-01-04,C003,Rahul,East,Office Supplies,Pen Set,3600,3
13041,2023-10-10,C004,Ananya,North,Furniture,Office Chair,36000,3
13042,2023-05-12,C009,Karan,South,Technology,Monitor,110000,5
13043,2023-02-01,C009,Karan,North,Furniture,Desk,25000,1
13044,2023-04-01,C002,Meera,East,Technology,Monitor,22000,1
13045,2023-03-12,C007,Rohan,South,Technology,Tablet,120000,4
13046,2023-09-02,C009,Karan,East,Technology,Tablet,30000,1
13047,2023-01-27,C006,Priya,East,Office Supplies,Pen Set,2400,2
13048,2023-06-12,C002,Meera,North,Furniture,Office Chair,48000,4
13049,2023-09-13,C003,Rahul,North,Technology,Monitor,110000,5
13050,2023-03-29,C007,Rohan,West,Technology,Laptop,300000,4
13051,2023-04-12,C006,Priya,North,Technology,Laptop,225000,3
13052,2023-05-18,C009,Karan,West,Technology,Laptop,75000,1
13053,2023-11-03,C001,Aarav,South,Technology,Tablet,90000,3
13054,2023-10-06,C008,Neha,East,Technology,Laptop,75000,1
13055,2023-03-20,C001,Aarav,North,Furniture,Office Chair,36000,3
13056,2023-03-11,C001,Aarav,West,Furniture,Desk,100000,4
13057,2023-03-30,C004,Ananya,East,Technology,Tablet,30000,1
13058,2023-09-09,C008,Neha,East,Furniture,Desk,75000,3
13059,2023-11-13,C006,Priya,South,Technology,Laptop,375000,5
13060,2023-02-21,C002,Meera,West,Furniture,Office Chair,24000,2
13061,2023-12-22,C008,Neha,East,Technology,Laptop,75000,1
13062,2023-07-18,C004,Ananya,South,Technology,Monitor,110000,5
13063,2023-01-04,C003,Rahul,North,Furniture,Desk,50000,2
13064,2023-10-12,C004,Ananya,East,Furniture,Desk,75000,3
13065,2023-04-10,C005,Vikram,South,Office Supplies,Pen Set,6000,5
13066,2023-03-15,C006,Priya,South,Office Supplies,Pen Set,4800,4
13067,2023-07-29,C001,Aarav,West,Technology,Tablet,120000,4
13068,2023-10-25,C005,Vikram,North,Technology,Laptop,225000,3
13069,2023-02-08,C007,Rohan,South,Technology,Tablet,60000,2
13070,2023-03-31,C001,Aarav,West,Technology,Laptop,375000,5
13071,2023-11-18,C002,Meera,West,Office Supplies,Pen Set,4800,4
13072,2023-02-14,C006,Priya,West,Technology,Monitor,88000,4
13073,2023-07-14,C010,Isha,East,Technology,Tablet,30000,1
13074,2023-03-19,C006,Priya,East,Technology,Laptop,225000,3
13075,2023-10-02,C006,Priya,West,Technology,Laptop,300000,4
13076,2023-09-20,C008,Neha,East,Furniture,Desk,50000,2
13077,2023-11-06,C005,Vikram,East,Technology,Monitor,44000,2
13078,2023-10-04,C004,Ananya,East,Furniture,Office Chair,12000,1
13079,2023-02-25,C003,Rahul,East,Furniture,Desk,25000,1
13080,2023-05-09,C006,Priya,West,Office Supplies,Pen Set,2400,2
13081,2023-12-23,C006,Priya,North,Technology,Monitor,110000,5
13082,2023-04-15,C001,Aarav,South,Furniture,Office Chair,12000,1
13083,2023-12-22,C001,Aarav,West,Technology,Tablet,120000,4
13084,2023-11-02,C004,Ananya,South,Technology,Tablet,120000,4
13085,2023-12-19,C009,Karan,South,Office Supplies,Pen Set,3600,3
13086,2023-02-04,C006,Priya,North,Technology,Laptop,375000,5
13087,2023-02-15,C004,Ananya,North,Technology,Tablet,30000,1
13088,2023-04-06,C006,Priya,South,Technology,Monitor,22000,1
13089,2023-09-10,C001,Aarav,North,Furniture,Office Chair,48000,4
13090,2023-01-21,C005,Vikram,South,Technology,Laptop,375000,5
13091,2023-12-25,C010,Isha,West,Technology,Monitor,66000,3
13092,2023-10-16,C009,Karan,West,Technology,Tablet,60000,2
13093,2023-07-23,C006,Priya,North,Office Supplies,Notebook,3200,4
13094,2023-02-06,C002,Meera,South,Office Supplies,Notebook,800,1
13095,2023-01-14,C003,Rahul,North,Furniture,Office Chair,60000,5
13096,2023-08-03,C005,Vikram,South,Technology,Laptop,150000,2
13097,2023-05-23,C003,Rahul,South,Furniture,Office Chair,36000,3
13098,2023-10-17,C006,Priya,West,Technology,Monitor,22000,1
13099,2023-07-09,C006,Priya,East,Furniture,Office Chair,60000,5
13100,2023-07-18,C004,Ananya,East,Technology,Tablet,90000,3
13101,2023-04-12,C010,Isha,East,Furniture,Office Chair,60000,5
13102,2023-01-20,C002,Meera,West,Technology,Monitor,88000,4
13103,2023-06-19,C003,Rahul,South,Technology,Monitor,44000,2
13104,2023-05-29,C009,Karan,East,Furniture,Desk,50000,2
13105,2023-03-06,C006,Priya,South,Office Supplies,Pen Set,2400,2
13106,2023-01-26,C008,Neha,East,Technology,Tablet,150000,5
13107,2023-02-09,C009,Karan,North,Furniture,Office Chair,12000,1
13108,2023-05-01,C005,Vikram,West,Technology,Monitor,22000,1
13109,2023-04-17,C003,Rahul,North,Office Supplies,Pen Set,6000,5
13110,2023-06-27,C010,Isha,West,Technology,Tablet,120000,4
13111,2023-02-20,C007,Rohan,North,Technology,Tablet,30000,1
13112,2023-07-24,C009,Karan,North,Office Supplies,Notebook,4000,5
13113,2023-03-17,C009,Karan,South,Technology,Laptop,225000,3
13114,2023-12-04,C007,Rohan,South,Technology,Tablet,90000,3
13115,2023-12-01,C009,Karan,West,Technology,Monitor,66000,3
13116,2023-01-09,C004,Ananya,West,Office Supplies,Notebook,4000,5
13117,2023-04-01,C003,Rahul,East,Furniture,Office Chair,36000,3
13118,2023-07-29,C002,Meera,East,Furniture,Office Chair,60000,5
13119,2023-06-27,C008,Neha,South,Furniture,Desk,25000,1
13120,2023-03-20,C008,Neha,South,Furniture,Office Chair,48000,4
13121,2023-07-05,C001,Aarav,North,Technology,Laptop,375000,5
13122,2023-04-10,C001,Aarav,North,Furniture,Desk,25000,1
13123,2023-07-02,C005,Vikram,South,Office Supplies,Pen Set,3600,3
13124,2023-12-31,C001,Aarav,East,Office Supplies,Notebook,3200,4
13125,2023-08-11,C010,Isha,South,Technology,Monitor,66000,3
13126,2023-04-18,C006,Priya,West,Technology,Tablet,120000,4
13127,2023-08-11,C002,Meera,North,Technology,Monitor,66000,3
13128,2023-09-14,C006,Priya,North,Furniture,Office Chair,24000,2
13129,2023-05-16,C006,Priya,North,Furniture,Desk,100000,4
13130,2023-06-28,C005,Vikram,West,Technology,Tablet,120000,4
13131,2023-12-23,C001,Aarav,North,Technology,Laptop,300000,4
13132,2023-03-02,C008,Neha,South,Furniture,Desk,125000,5
13133,2023-06-23,C006,Priya,West,Furniture,Office Chair,12000,1
13134,2023-05-03,C001,Aarav,East,Technology,Laptop,300000,4
13135,2023-12-07,C007,Rohan,North,Technology,Laptop,375000,5
13136,2023-01-18,C008,Neha,South,Technology,Laptop,150000,2
13137,2023-11-17,C010,Isha,North,Furniture,Desk,125000,5
13138,2023-11-29,C004,Ananya,South,Office Supplies,Notebook,4000,5
13139,2023-08-09,C002,Meera,North,Technology,Tablet,90000,3
13140,2023-11-02,C009,Karan,East,Office Supplies,Pen Set,3600,3
13141,2023-07-02,C008,Neha,North,Technology,Tablet,150000,5
13142,2023-09-10,C006,Priya,South,Office Supplies,Pen Set,1200,1
13143,2023-06-03,C005,Vikram,West,Office Supplies,Notebook,2400,3
13144,2023-05-12,C003,Rahul,West,Technology,Laptop,375000,5
13145,2023-08-15,C007,Rohan,North,Furniture,Office Chair,24000,2
13146,2023-08-05,C001,Aarav,East,Office Supplies,Pen Set,2400,2
13147,2023-01-31,C010,Isha,East,Office Supplies,Notebook,1600,2
13148,2023-02-14,C009,Karan,North,Furniture,Desk,50000,2
13149,2023-05-23,C006,Priya,West,Technology,Laptop,150000,2
13150,2023-08-16,C001,Aarav,South,Technology,Monitor,44000,2
13151,2023-06-23,C005,Vikram,East,Furniture,Desk,25000,1
13152,2023-05-02,C010,Isha,South,Technology,Tablet,90000,3
13153,2023-04-22,C010,Isha,West,Technology,Tablet,90000,3
13154,2023-07-28,C003,Rahul,South,Technology,Tablet,90000,3
13155,2023-07-08,C008,Neha,East,Office Supplies,Pen Set,1200,1
13156,2023-03-02,C009,Karan,West,Technology,Tablet,30000,1
13157,2023-09-25,C010,Isha,South,Office Supplies,Notebook,1600,2
13158,2023-02-19,C001,Aarav,West,Technology,Laptop,300000,4
13159,2023-11-12,C003,Rahul,East,Technology,Monitor,22000,1
13160,2023-03-09,C006,Priya,South,Furniture,Desk,50000,2
13161,2023-08-20,C004,Ananya,North,Office Supplies,Pen Set,2400,2
13162,2023-08-12,C001,Aarav,East,Office Supplies,Notebook,2400,3
13163,2023-10-21,C001,Aarav,West,Technology,Tablet,60000,2
13164,2024-01-01,C004,Ananya,North,Technology,Tablet,150000,5
13165,2023-01-01,C008,Neha,West,Furniture,Office Chair,12000,1
13166,2023-07-07,C008,Neha,East,Technology,Tablet,90000,3
13167,2023-01-03,C007,Rohan,East,Technology,Monitor,44000,2
13168,2023-03-09,C005,Vikram,East,Office Supplies,Pen Set,3600,3
13169,2023-09-15,C003,Rahul,South,Technology,Tablet,60000,2
13170,2023-11-20,C002,Meera,North,Technology,Monitor,88000,4
13171,2023-07-19,C003,Rahul,North,Technology,Tablet,120000,4
13172,2023-02-04,C004,Ananya,West,Office Supplies,Notebook,800,1
13173,2023-08-11,C003,Rahul,South,Technology,Tablet,120000,4
13174,2023-06-20,C004,Ananya,North,Technology,Laptop,225000,3
13175,2023-12-04,C007,Rohan,North,Furniture,Office Chair,48000,4
13176,2023-08-29,C010,Isha,West,Office Supplies,Notebook,1600,2
13177,2023-02-19,C007,Rohan,South,Furniture,Desk,125000,5
13178,2023-06-20,C009,Karan,South,Furniture,Desk,50000,2
13179,2023-02-22,C005,Vikram,North,Office Supplies,Pen Set,1200,1
13180,2023-04-19,C006,Priya,West,Technology,Monitor,66000,3
13181,2023-08-11,C003,Rahul,South,Technology,Tablet,90000,3
13182,2023-06-14,C007,Rohan,East,Furniture,Desk,100000,4
13183,2023-02-09,C010,Isha,East,Furniture,Office Chair,36000,3
13184,2023-04-08,C006,Priya,West,Technology,Monitor,110000,5
13185,2023-09-27,C001,Aarav,West,Office Supplies,Notebook,4000,5
13186,2023-12-02,C003,Rahul,East,Technology,Monitor,110000,5
13187,2023-01-05,C001,Aarav,North,Office Supplies,Notebook,3200,4
13188,2023-11-17,C007,Rohan,West,Office Supplies,Notebook,800,1
13189,2023-05-11,C004,Ananya,South,Technology,Monitor,44000,2
13190,2023-07-11,C003,Rahul,East,Technology,Monitor,22000,1
13191,2023-03-17,C005,Vikram,North,Office Supplies,Notebook,3200,4
13192,2023-12-08,C003,Rahul,East,Technology,Laptop,225000,3
13193,2023-10-23,C009,Karan,North,Technology,Monitor,88000,4
13194,2023-11-14,C009,Karan,South,Office Supplies,Notebook,4000,5
13195,2023-03-06,C008,Neha,South,Technology,Laptop,375000,5
13196,2023-01-10,C002,Meera,North,Technology,Tablet,30000,1
13197,2023-07-05,C002,Meera,West,Furniture,Office Chair,36000,3
13198,2023-02-12,C009,Karan,West,Office Supplies,Notebook,1600,2
13199,2023-09-10,C004,Ananya,West,Office Supplies,Pen Set,2400,2
13200,2023-09-19,C005,Vikram,West,Technology,Tablet,90000,3
13201,2023-07-08,C007,Rohan,North,Technology,Monitor,44000,2
13202,2023-12-09,C003,Rahul,West,Office Supplies,Pen Set,2400,2
13203,2023-07-06,C007,Rohan,East,Office Supplies,Notebook,3200,4
13204,2023-04-25,C006,Priya,East,Furniture,Desk,25000,1
13205,2023-04-27,C004,Ananya,East,Technology,Tablet,90000,3
13206,2023-06-30,C003,Rahul,West,Furniture,Desk,125000,5
13207,2023-11-25,C009,Karan,West,Technology,Laptop,225000,3
13208,2023-08-12,C004,Ananya,East,Technology,Monitor,110000,5
13209,2023-10-04,C010,Isha,North,Technology,Laptop,300000,4
13210,2023-11-09,C005,Vikram,South,Technology,Tablet,120000,4
13211,2023-12-28,C004,Ananya,West,Technology,Tablet,150000,5
13212,2023-07-21,C005,Vikram,West,Technology,Monitor,110000,5
13213,2023-01-30,C007,Rohan,South,Technology,Laptop,150000,2
13214,2023-08-05,C001,Aarav,North,Technology,Laptop,150000,2
13215,2023-12-28,C008,Neha,South,Office Supplies,Notebook,800,1
13216,2023-01-18,C002,Meera,West,Technology,Tablet,30000,1
13217,2023-05-03,C006,Priya,West,Furniture,Desk,50000,2
13218,2023-11-21,C006,Priya,North,Furniture,Office Chair,36000,3
13219,2023-12-25,C008,Neha,North,Furniture,Desk,125000,5
13220,2023-12-24,C010,Isha,North,Technology,Monitor,44000,2
13221,2023-11-16,C001,Aarav,South,Office Supplies,Pen Set,1200,1
13222,2023-05-17,C006,Priya,East,Office Supplies,Pen Set,6000,5
13223,2023-05-22,C008,Neha,North,Technology,Monitor,66000,3
13224,2023-08-08,C008,Neha,North,Office Supplies,Pen Set,6000,5
13225,2023-10-28,C010,Isha,West,Technology,Monitor,110000,5
13226,2023-01-13,C007,Rohan,South,Technology,Tablet,120000,4
13227,2023-07-14,C002,Meera,North,Furniture,Office Chair,48000,4
13228,2023-10-19,C001,Aarav,West,Technology,Monitor,110000,5
13229,2023-06-21,C006,Priya,East,Technology,Laptop,150000,2
13230,2023-05-16,C007,Rohan,West,Office Supplies,Notebook,3200,4
13231,2023-01-15,C001,Aarav,West,Furniture,Office Chair,60000,5
13232,2023-09-06,C002,Meera,East,Technology,Tablet,60000,2
13233,2023-07-04,C009,Karan,North,Technology,Laptop,375000,5
13234,2023-01-27,C004,Ananya,West,Office Supplies,Notebook,3200,4
13235,2023-04-30,C005,Vikram,North,Technology,Laptop,150000,2
13236,2023-07-12,C007,Rohan,West,Technology,Laptop,150000,2
13237,2023-05-21,C008,Neha,West,Technology,Monitor,66000,3
13238,2023-08-26,C001,Aarav,East,Office Supplies,Pen Set,6000,5
13239,2023-12-26,C002,Meera,North,Office Supplies,Pen Set,6000,5
13240,2023-04-02,C007,Rohan,South,Furniture,Office Chair,48000,4
13241,2023-06-07,C003,Rahul,West,Furniture,Office Chair,60000,5
13242,2023-07-10,C008,Neha,West,Furniture,Office Chair,12000,1
13243,2023-01-25,C001,Aarav,West,Furniture,Office Chair,36000,3
13244,2023-10-06,C003,Rahul,East,Technology,Tablet,60000,2
13245,2023-03-03,C005,Vikram,West,Technology,Monitor,66000,3
13246,2023-07-01,C003,Rahul,South,Office Supplies,Pen Set,1200,1
13247,2023-04-20,C005,Vikram,South,Furniture,Office Chair,60000,5
13248,2023-11-03,C008,Neha,East,Technology,Monitor,110000,5
13249,2023-01-30,C001,Aarav,South,Office Supplies,Pen Set,3600,3
13250,2023-03-07,C008,Neha,East,Technology,Monitor,22000,1
13251,2023-11-22,C003,Rahul,East,Technology,Monitor,110000,5
13252,2023-07-23,C004,Ananya,West,Technology,Tablet,150000,5
13253,2023-06-04,C005,Vikram,East,Technology,Laptop,150000,2
13254,2023-09-29,C009,Karan,South,Technology,Tablet,90000,3
13255,2023-01-21,C003,Rahul,South,Furniture,Desk,25000,1
13256,2023-08-28,C007,Rohan,East,Technology,Monitor,88000,4
13257,2023-06-05,C003,Rahul,South,Office Supplies,Pen Set,6000,5
13258,2023-11-21,C005,Vikram,West,Technology,Tablet,90000,3
13259,2023-08-20,C010,Isha,North,Technology,Monitor,88000,4
13260,2023-03-19,C009,Karan,West,Technology,Monitor,66000,3
13261,2023-05-09,C001,Aarav,North,Furniture,Desk,25000,1
13262,2023-08-18,C008,Neha,East,Office Supplies,Pen Set,4800,4
13263,2023-07-27,C007,Rohan,West,Office Supplies,Pen Set,1200,1
13264,2023-02-07,C004,Ananya,East,Furniture,Office Chair,60000,5
13265,2023-05-09,C003,Rahul,North,Furniture,Desk,75000,3
13266,2023-01-31,C008,Neha,East,Office Supplies,Pen Set,4800,4
13267,2023-08-18,C006,Priya,West,Technology,Monitor,44000,2
13268,2023-12-25,C001,Aarav,South,Office Supplies,Pen Set,4800,4
13269,2023-11-08,C009,Karan,East,Technology,Tablet,150000,5
13270,2023-11-28,C005,Vikram,South,Technology,Tablet,120000,4
13271,2023-03-29,C007,Rohan,North,Furniture,Office Chair,24000,2
13272,2023-10-05,C004,Ananya,South,Office Supplies,Pen Set,4800,4
13273,2023-12-19,C002,Meera,West,Office Supplies,Notebook,4000,5
13274,2023-01-02,C001,Aarav,South,Furniture,Office Chair,60000,5
13275,2023-02-05,C009,Karan,South,Office Supplies,Notebook,800,1
13276,2023-08-10,C003,Rahul,South,Furniture,Desk,50000,2
13277,2023-04-28,C006,Priya,South,Furniture,Desk,75000,3
13278,2023-03-28,C007,Rohan,East,Furniture,Office Chair,12000,1
13279,2023-10-05,C005,Vikram,North,Furniture,Desk,25000,1
13280,2023-10-29,C008,Neha,West,Furniture,Desk,25000,1
13281,2023-02-17,C008,Neha,East,Furniture,Desk,125000,5
13282,2023-08-14,C009,Karan,East,Technology,Monitor,88000,4
13283,2023-09-08,C001,Aarav,South,Technology,Monitor,110000,5
13284,2023-10-19,C003,Rahul,South,Furniture,Office Chair,36000,3
13285,2023-12-06,C004,Ananya,West,Technology,Monitor,66000,3
13286,2023-11-03,C005,Vikram,North,Furniture,Office Chair,24000,2
13287,2023-07-15,C009,Karan,North,Furniture,Desk,75000,3
13288,2023-01-19,C007,Rohan,West,Office Supplies,Notebook,3200,4
13289,2023-07-05,C007,Rohan,West,Technology,Laptop,225000,3
13290,2023-11-20,C002,Meera,West,Technology,Monitor,88000,4
13291,2023-09-21,C009,Karan,West,Furniture,Desk,100000,4
13292,2023-06-18,C006,Priya,North,Technology,Laptop,225000,3
13293,2023-08-21,C008,Neha,South,Furniture,Office Chair,36000,3
13294,2023-12-08,C003,Rahul,West,Technology,Tablet,60000,2
13295,2023-07-04,C009,Karan,West,Furniture,Desk,25000,1
13296,2023-03-26,C005,Vikram,North,Furniture,Desk,50000,2
13297,2023-03-31,C009,Karan,West,Furniture,Desk,100000,4
13298,2023-08-27,C009,Karan,East,Technology,Monitor,88000,4
13299,2023-02-14,C002,Meera,West,Furniture,Desk,100000,4
13300,2023-03-11,C002,Meera,South,Technology,Tablet,90000,3
13301,2023-03-01,C008,Neha,North,Technology,Monitor,22000,1
13302,2023-01-18,C006,Priya,North,Technology,Tablet,150000,5
13303,2023-09-15,C001,Aarav,North,Technology,Laptop,75000,1
13304,2023-03-27,C006,Priya,East,Technology,Laptop,300000,4
13305,2023-10-18,C007,Rohan,East,Technology,Monitor,44000,2
13306,2023-07-21,C010,Isha,West,Technology,Monitor,110000,5
13307,2023-06-16,C003,Rahul,North,Technology,Laptop,75000,1
13308,2023-02-12,C004,Ananya,West,Office Supplies,Notebook,800,1
13309,2023-10-06,C010,Isha,West,Furniture,Desk,75000,3
13310,2023-07-08,C009,Karan,South,Office Supplies,Pen Set,6000,5
13311,2023-04-17,C009,Karan,North,Office Supplies,Notebook,1600,2
13312,2023-03-28,C010,Isha,North,Technology,Laptop,375000,5
13313,2023-12-12,C010,Isha,West,Technology,Tablet,120000,4
13314,2023-04-10,C007,Rohan,South,Furniture,Office Chair,12000,1
13315,2023-08-11,C010,Isha,West,Technology,Monitor,88000,4
13316,2023-09-07,C003,Rahul,East,Office Supplies,Pen Set,1200,1
13317,2023-08-27,C008,Neha,East,Technology,Tablet,90000,3
13318,2023-08-05,C003,Rahul,West,Furniture,Office Chair,48000,4
13319,2023-05-20,C010,Isha,South,Office Supplies,Notebook,4000,5
13320,2023-06-24,C009,Karan,North,Furniture,Office Chair,60000,5
13321,2023-11-28,C010,Isha,East,Furniture,Office Chair,60000,5
13322,2023-12-16,C001,Aarav,East,Technology,Laptop,225000,3
13323,2023-02-18,C001,Aarav,South,Furniture,Desk,125000,5
13324,2023-05-23,C010,Isha,North,Technology,Laptop,300000,4
13325,2023-05-04,C001,Aarav,South,Technology,Tablet,150000,5
13326,2023-07-17,C001,Aarav,South,Furniture,Office Chair,24000,2
13327,2023-10-04,C004,Ananya,North,Technology,Laptop,75000,1
13328,2023-02-27,C003,Rahul,South,Furniture,Desk,50000,2
13329,2023-02-13,C005,Vikram,North,Technology,Tablet,90000,3
13330,2023-02-19,C005,Vikram,North,Technology,Laptop,225000,3
13331,2023-05-09,C007,Rohan,West,Technology,Laptop,300000,4
13332,2023-10-18,C004,Ananya,North,Office Supplies,Notebook,2400,3
13333,2023-07-22,C010,Isha,West,Office Supplies,Notebook,2400,3
13334,2023-11-01,C010,Isha,West,Office Supplies,Pen Set,6000,5
13335,2023-11-11,C003,Rahul,South,Office Supplies,Pen Set,2400,2
13336,2023-09-14,C001,Aarav,West,Furniture,Desk,25000,1
13337,2023-02-16,C002,Meera,North,Technology,Monitor,22000,1
13338,2023-12-08,C009,Karan,South,Furniture,Office Chair,24000,2
13339,2023-04-12,C008,Neha,North,Technology,Laptop,375000,5
13340,2023-06-18,C007,Rohan,East,Furniture,Desk,50000,2
13341,2023-02-11,C005,Vikram,North,Office Supplies,Notebook,800,1
13342,2023-08-18,C008,Neha,North,Technology,Tablet,30000,1
13343,2023-01-27,C003,Rahul,North,Technology,Monitor,22000,1
13344,2023-08-21,C001,Aarav,North,Office Supplies,Notebook,4000,5
13345,2023-04-12,C008,Neha,South,Furniture,Office Chair,48000,4
13346,2023-07-18,C002,Meera,South,Furniture,Desk,75000,3
13347,2023-02-15,C001,Aarav,North,Technology,Monitor,66000,3
13348,2023-12-05,C004,Ananya,North,Technology,Tablet,30000,1
13349,2023-09-18,C003,Rahul,South,Office Supplies,Notebook,3200,4
13350,2023-11-02,C006,Priya,South,Furniture,Desk,50000,2
13351,2023-06-10,C002,Meera,West,Furniture,Office Chair,12000,1
13352,2023-03-22,C003,Rahul,East,Technology,Laptop,150000,2
13353,2023-03-29,C005,Vikram,East,Technology,Monitor,110000,5
13354,2023-04-10,C009,Karan,West,Furniture,Office Chair,12000,1
13355,2023-08-22,C009,Karan,North,Office Supplies,Notebook,800,1
13356,2023-06-03,C005,Vikram,West,Office Supplies,Notebook,2400,3
13357,2023-08-12,C007,Rohan,North,Technology,Monitor,88000,4
13358,2024-01-01,C005,Vikram,East,Technology,Monitor,66000,3
13359,2023-09-08,C001,Aarav,East,Technology,Laptop,150000,2
13360,2023-08-16,C003,Rahul,North,Technology,Laptop,75000,1
13361,2023-01-19,C004,Ananya,South,Technology,Tablet,60000,2
13362,2023-09-21,C003,Rahul,North,Office Supplies,Notebook,4000,5
13363,2023-02-03,C004,Ananya,West,Office Supplies,Notebook,800,1
13364,2023-07-10,C001,Aarav,South,Office Supplies,Pen Set,6000,5
13365,2023-01-20,C007,Rohan,North,Technology,Monitor,44000,2
13366,2023-10-12,C002,Meera,South,Office Supplies,Notebook,4000,5
13367,2023-11-09,C001,Aarav,North,Technology,Laptop,300000,4
13368,2023-10-13,C003,Rahul,North,Office Supplies,Notebook,3200,4
13369,2023-01-18,C005,Vikram,South,Technology,Laptop,300000,4
13370,2023-08-31,C008,Neha,East,Technology,Monitor,88000,4
13371,2023-08-13,C008,Neha,South,Office Supplies,Pen Set,3600,3
13372,2023-03-02,C005,Vikram,South,Technology,Monitor,66000,3
13373,2023-08-01,C002,Meera,East,Technology,Monitor,44000,2
13374,2023-04-18,C010,Isha,West,Technology,Tablet,120000,4
13375,2023-02-24,C006,Priya,East,Technology,Monitor,44000,2
13376,2023-01-23,C009,Karan,East,Technology,Monitor,66000,3
13377,2023-08-01,C003,Rahul,South,Technology,Tablet,120000,4
13378,2023-12-25,C001,Aarav,East,Technology,Monitor,110000,5
13379,2023-03-02,C009,Karan,South,Furniture,Desk,75000,3
13380,2023-01-04,C003,Rahul,North,Office Supplies,Pen Set,3600,3
13381,2023-02-26,C007,Rohan,East,Technology,Tablet,30000,1
13382,2023-05-31,C002,Meera,North,Technology,Laptop,225000,3
13383,2023-12-20,C006,Priya,East,Furniture,Office Chair,48000,4
13384,2023-11-06,C004,Ananya,West,Office Supplies,Pen Set,1200,1
13385,2023-02-11,C008,Neha,East,Technology,Monitor,88000,4
13386,2023-03-27,C005,Vikram,South,Technology,Laptop,150000,2
13387,2023-04-05,C005,Vikram,North,Furniture,Office Chair,24000,2
13388,2023-09-14,C009,Karan,South,Office Supplies,Notebook,2400,3
13389,2023-07-20,C010,Isha,North,Office Supplies,Notebook,3200,4
13390,2023-03-20,C002,Meera,South,Technology,Tablet,60000,2
